 Main Link,Include(Y/N),Name of the document,Country,Publisher,Link to main Document,Publication Date,Organization Type,Text Summary,Text-mining,Extracted text,paper index,Comments
https://news.mit.edu/2023/mit-group-releases-white-papers-governance-ai-1211,1,A Framework for U.S. AI Governance: Creating a Safe and Thriving AI Sector,USA,MIT Schwarzman College of Computing,https://computing.mit.edu/wp-content/uploads/2023/11/AIPolicyBrief.pdf,November 2023,Private,"The policy brief outlines a framework for U.S. AI governance focused on maintaining national AI leadership while ensuring the beneficial deployment of AI through established regulations, clear definitions, data governance, auditing mechanisms, and a proposed regulatory agency to address emerging challenges in AI technology.","Transparency: 3
Justice and fairness: 0
Non-maleficence: 5
Responsibility: 11
Privacy: 3
Beneficence: 1
Freedom and autonomy: 1
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,115,
https://www.cadth.ca/sites/default/files/pdf/eh0070_overview_clinical_applications_of_AI.pdf,1,An Overview of Clinical Applications of Artificial Intelligence,Canada,Canadian Agency for Drugs and Technologies in Health,https://www.cadth.ca/sites/default/files/pdf/eh0070_overview_clinical_applications_of_AI.pdf,September 2018,Non-profit,"The CADTH report provides an overview of the clinical applications of artificial intelligence in healthcare, highlighting its potential to improve patient care and service delivery across various specialties, while also addressing challenges such as data reliance, regulatory considerations, ethical implications, and the need for clinician acceptance.","Transparency: 4
Justice and fairness: 2
Non-maleficence: 12
Responsibility: 4
Privacy: 8
Beneficence: 2
Freedom and autonomy: 4
Trust: 4
Sustainability: 1
Dignity: 1
Solidarity: 0",,116,
https://lsmu.lt/wp-content/uploads/AI-Guidelines-ED.docx,1,"Guidelines of the Lithuanian University of Health Sciences, for the use of artificial intelligence in studies, research, innovation and clinical practice",Lithuania,Lithuanian University of Health Sciences,File must be downloaded,April 2024,Public research instituition,"The Lithuanian University of Health Sciences has established guidelines to ensure the ethical, legal, and socially responsible development and use of artificial intelligence (AI) technologies in education, research, and clinical practice, emphasizing human-centered approaches, data protection, and transparency.","Transparency: 7
Justice and fairness: 7
Non-maleficence: 23
Responsibility: 13
Privacy: 4
Beneficence: 11
Freedom and autonomy: 11
Trust: 0
Sustainability: 1
Dignity: 2
Solidarity: 0",,117,
https://www.ace-hta.gov.sg/docs/default-source/default-library/artificial-intelligence-and-its-clinical-applications.pdf?sfvrsn=21dc796d_0,1,Artificial Intelligence and Its Clinical Applications,Singapore,Agency for Care Effectiveness,https://www.ace-hta.gov.sg/docs/default-source/default-library/artificial-intelligence-and-its-clinical-applications.pdf?sfvrsn=21dc796d_0,September 2020,Government,"The overview discusses the potential and challenges of artificial intelligence (AI) in clinical applications, emphasizing its ability to automate tasks such as disease detection and patient monitoring while highlighting regulatory considerations, implementation issues, and the need for ethical frameworks to ensure safe and effective use in healthcare.","Transparency: 5
Justice and fairness: 3
Non-maleficence: 11
Responsibility: 2
Privacy: 4
Beneficence: 7
Freedom and autonomy: 2
Trust: 1
Sustainability: 1
Dignity: 0
Solidarity: 0",,118,
https://www.sfda.gov.sa/sites/default/files/2023-01/MDS-G010ML.pdf,1,Guidance on Artificial Intelligence (AI) and Machine Learning (ML) technologies based Medical Devices,Saudi Arabia,Saudi Food and Drug Authority,https://www.sfda.gov.sa/sites/default/files/2023-01/MDS-G010ML.pdf,November 2022,Government,"This guidance document outlines the requirements for obtaining Medical Devices Marketing Authorization (MDMA) for Artificial Intelligence (AI) and Machine Learning (ML) based medical devices in Saudi Arabia, detailing classification criteria, clinical evaluation, risk management, and quality management systems necessary for their regulatory compliance.","Transparency: 0
Justice and fairness: 1
Non-maleficence: 26
Responsibility: 1
Privacy: 0
Beneficence: 3
Freedom and autonomy: 0
Trust: 2
Sustainability: 0
Dignity: 0
Solidarity: 0",,119,
https://www.sor.org/getmedia/26c8052b-86e7-4900-8057-d0852f9e5094/AI-Guidance-for-clinical-imaging-and-therapeutic-radiography-workforce-professionals_LLv1,1,Artificial intelligence: Guidance for clinical imaging and therapeutic radiography workforce professionals,England,The Society of Radiographers,https://www.sor.org/getmedia/26c8052b-86e7-4900-8057-d0852f9e5094/AI-Guidance-for-clinical-imaging-and-therapeutic-radiography-workforce-professionals_LLv1,,Non-profit,"This guidance document from the Society of Radiographers outlines recommendations for the integration of artificial intelligence (AI) in clinical imaging and therapeutic radiography in the UK, emphasizing the importance of collaboration among healthcare professionals, education, and stakeholder partnerships to enhance patient care and optimize AI technology development.","Transparency: 1
Justice and fairness: 6
Non-maleficence: 5
Responsibility: 13
Privacy: 1
Beneficence: 3
Freedom and autonomy: 1
Trust: 11
Sustainability: 2
Dignity: 0
Solidarity: 0",,120,
https://researchbriefings.files.parliament.uk/documents/POST-PN-0708/POST-PN-0708.pdf,1,Policy implications of artificial intelligence (AI),England,The Parliamentary Office of Science and Technology,https://researchbriefings.files.parliament.uk/documents/POST-PN-0708/POST-PN-0708.pdf,January 2024,Government,"The POST note discusses the rapid development of artificial intelligence (AI) in the UK, highlighting its implications for security, privacy, and democratic processes, while outlining the government's pro-innovation regulatory approach, current legislation gaps, and the potential need for further legal frameworks to address issues such as automated decision-making, algorithmic bias, and workers' rights.","Transparency: 16
Justice and fairness: 20
Non-maleficence: 50
Responsibility: 20
Privacy: 9
Beneficence: 5
Freedom and autonomy: 15
Trust: 3
Sustainability: 3
Dignity: 1
Solidarity: 0
",,121,
https://www.gov.uk/government/publications/good-machine-learning-practice-for-medical-device-development-guiding-principles/good-machine-learning-practice-for-medical-device-development-guiding-principles,1,Good Machine Learning Practice for Medical Device Development: Guiding Principles,England,Medicines & Healthcare products Regulatory Agency,https://www.gov.uk/government/publications/good-machine-learning-practice-for-medical-device-development-guiding-principles/good-machine-learning-practice-for-medical-device-development-guiding-principles,October 2021,Government,"The FDA, Health Canada, and the UK’s MHRA have established 10 guiding principles for Good Machine Learning Practice (GMLP) to enhance the safety, effectiveness, and quality of AI/ML medical devices, emphasizing the importance of multi-disciplinary expertise, robust software engineering, representative clinical data, independent training and test datasets, tailored model design, human-AI collaboration, rigorous testing, clear user information, and ongoing performance monitoring.","Transparency: 1
Justice and fairness: 0
Non-maleficence: 4
Responsibility: 0
Privacy: 0
Beneficence: 2
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0
",,122,
https://www.cpsm.mb.ca/news/advice-to-the-profession-on-the-responsible-use-of-artificial-intelligence-in-the-practice-of-medicine,1,Advice to the Profession: Responsible use of Artificial Intelligence in the Practice of Medicine,Canada,The College of Physicians & Surgeons of Manitoba,https://cpsm.mb.ca/assets/Advice/Advice%20to%20the%20profession%20-%20AI.pdf,June 2024,Non-profit,"The College of Physicians & Surgeons of Manitoba (CPSM) has issued guidance on the responsible and ethical use of generative artificial intelligence (GenAI) in medical practice, emphasizing the importance of education, accountability, informed consent, confidentiality, and equity to ensure safe and effective patient care.","Transparency: 6
Justice and fairness: 5
Non-maleficence: 13
Responsibility: 9
Privacy: 9
Beneficence: 5
Freedom and autonomy: 14
Trust: 3
Sustainability: 0
Dignity: 1
Solidarity: 0
",,123,
https://www.healthcapital.com/hcc/newsletter/05_17/PDF/AI.pdf,1,Artificial Intelligence in Healthcare - The Regulatory Environment,USA,HEALTH CAPITAL CONSULTANTS,https://www.healthcapital.com/hcc/newsletter/05_17/PDF/AI.pdf,May 2017,Private,"The article discusses the challenges of regulating artificial intelligence (AI) in healthcare, highlighting the lack of specific federal statutes, the potential conflicts with HIPAA regarding patient data, and the evolving role of AI in medical device innovation and public health oversight.","Transparency: 0
Justice and fairness: 0
Non-maleficence: 0
Responsibility: 4
Privacy: 2
Beneficence: 0
Freedom and autonomy: 1
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0",,124,
https://cpsa.ca/wp-content/uploads/2023/08/AP_Artificial-Intelligence.pdf,1,Artificial Intelligence in Generated Patient Record Content,Canada,The College of Physicians & Surgeons of Alberta,https://cpsa.ca/wp-content/uploads/2023/08/AP_Artificial-Intelligence.pdf,September 2023,Public sector organization,"The document provides guidance from the College of Physicians & Surgeons of Alberta on the responsible use of generative artificial intelligence in patient record content, emphasizing the importance of patient consent, privacy protection, accuracy verification, and caution in clinical decision-making, while noting the current lack of comprehensive research and regulatory support in this area.","Transparency: 1
Justice and fairness: 1
Non-maleficence: 19
Responsibility: 0
Privacy: 18
Beneficence: 1
Freedom and autonomy: 9
Trust: 1
Sustainability: 0
Dignity: 0
Solidarity: 0
",,125,
https://smer.se/wp-content/uploads/2020/06/smer-2020-2-in-brief-artificial-intelligence-in-healthcare.pdf,1,Artificial intelligence in healthcare,Sweden,The Swedish National Council on Medical Ethics,https://smer.se/wp-content/uploads/2020/06/smer-2020-2-in-brief-artificial-intelligence-in-healthcare.pdf,2022,Government,"The publication discusses the potential and challenges of artificial intelligence (AI) in healthcare, emphasizing its ability to enhance diagnostics, treatment personalization, and operational efficiency, while also highlighting ethical, legal, and societal concerns related to patient safety, data privacy, bias, and the evolving roles of healthcare professionals.","Transparency: 14
Justice and fairness: 4
Non-maleficence: 13
Responsibility: 12
Privacy: 7
Beneficence: 7
Freedom and autonomy: 12
Trust: 23
Sustainability: 0
Dignity: 0
Solidarity: 1
",,126,
https://www.urban.org/sites/default/files/2023-09/Building%20Equitable%20Artificial%20Intelligence%20in%20Health%20Care.pdf,1,Building Equitable Artificial Intelligence in Health Care Addressing Current Challenges and Exploring Future Opportunities,USA,THE URBAN INSTITUTE,https://www.urban.org/sites/default/files/2023-09/Building%20Equitable%20Artificial%20Intelligence%20in%20Health%20Care.pdf,September 2023,Non-profit,"The paper examines the biases in AI applications within healthcare that can perpetuate health disparities, reviews current methods for evaluating and mitigating these biases, and discusses the need for equitable AI to improve health outcomes for underserved populations while calling for regulatory changes and better data practices.","Transparency: 3
Justice and fairness: 52
Non-maleficence: 6
Responsibility: 4
Privacy: 1
Beneficence: 2
Freedom and autonomy: 0
Trust: 4
Sustainability: 0
Dignity: 0
Solidarity: 0
",,127,
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-reflection-paper-use-artificial-intelligence-ai-medicinal-product-lifecycle_en.pdf,1,Reflection paper on the use of Artificial Intelligence (AI) in 6 the medicinal product lifecycle - DRAFT,Global,European Medicines Agency,https://www.ema.europa.eu/en/documents/scientific-guideline/draft-reflection-paper-use-artificial-intelligence-ai-medicinal-product-lifecycle_en.pdf,2023,Intergovernmental,"The European Medicines Agency's reflection paper outlines considerations for the use of Artificial Intelligence (AI) and machine learning in the medicinal product lifecycle, addressing regulatory interactions, technical aspects, and ethical implications to ensure patient safety and data integrity.","Transparency: 11
Justice and fairness: 7
Non-maleficence: 21
Responsibility: 7
Privacy: 2
Beneficence: 0
Freedom and autonomy: 5
Trust: 1
Sustainability: 0
Dignity: 0
Solidarity: 0
",,128,
https://nam.edu/wp-content/uploads/2024/04/Artificial-Intelligence-in-Health-Health-Care-and-Biomedical-Science_final_4.8.24V2.pdf,1,"Artifi cial Intelligence in Health, Health Care, and Biomedical Science: An AI Code of Conduct Principles and Commitments Discussion Draft",USA,National Academy of Medicine,https://nam.edu/wp-content/uploads/2024/04/Artificial-Intelligence-in-Health-Health-Care-and-Biomedical-Science_final_4.8.24V2.pdf,April 2024,Non-profit,"The National Academy of Medicine's draft Code of Conduct framework for Artificial Intelligence in health, health care, and biomedical science outlines essential principles and commitments to ensure the responsible and equitable development and application of AI technologies while addressing associated risks and promoting collaboration among stakeholders.","Transparency: 3
Justice and fairness: 5
Non-maleficence: 24
Responsibility: 5
Privacy: 3
Beneficence: 0
Freedom and autonomy: 0
Trust: 4
Sustainability: 5
Dignity: 0
Solidarity: 0",,129,Link is duplicated in row #2
https://deviceology.net/ai-and-the-evolution-of-clinical-risk-safety-standards/,1,Unsure about AI digital clinical safety risks,England,Deviceology,https://deviceology.net/wp-content/uploads/2024/07/Unsure-about-AI-digital-clinical-safety-risks-1.pdf,July 2024,Private,"The document outlines the emerging clinical safety risks associated with the integration of artificial intelligence (AI) in healthcare, emphasizes the limitations of existing risk management standards, and proposes a new approach to governance that includes specific mitigation strategies for AI-related risks to ensure patient safety and compliance with ethical and regulatory standards.","Transparency: 11
Justice and fairness: 7
Non-maleficence: 12
Responsibility: 1
Privacy: 4
Beneficence: 1
Freedom and autonomy: 1
Trust: 1
Sustainability: 0
Dignity: 0
Solidarity: 0",,130,
https://aihealthalliance.org/wp-content/uploads/2021/12/AAAiH_Roadmap_1Dec2021_FINAL.pdf,1,A ROADMAP FOR ARTIFICIAL INTELLIGENCE IN HEALTHCARE FOR AUSTRALIA,Australia,The Australian Alliance for Artificial Intelligence in Healthcare,https://aihealthalliance.org/wp-content/uploads/2021/12/AAAiH_Roadmap_1Dec2021_FINAL.pdf,December 2021,Non-profit,"The ""AI in Healthcare Roadmap for Australia"" outlines a comprehensive strategy to harness the potential of artificial intelligence in the healthcare sector, identifying key priorities such as safety, quality, ethics, privacy, governance, workforce development, and industry competitiveness, while providing actionable recommendations to ensure effective and responsible AI integration into healthcare services.","Transparency: 6
Justice and fairness: 4
Non-maleficence: 60
Responsibility: 0
Privacy: 20
Beneficence: 12
Freedom and autonomy: 6
Trust: 3
Sustainability: 12
Dignity: 0
Solidarity: 0
",,131,
https://www.nice.org.uk/about/what-we-do/our-programmes/evidence-standards-framework-for-digital-health-technologies,1,Evidence standards framework for digital health technologies,England,National Institute for Health and Care Excellence,https://www.nice.org.uk/corporate/ecd7/resources/evidence-standards-framework-for-digital-health-technologies-pdf-1124017457605,August 2022,Government,"The NICE Evidence Standards Framework for Digital Health Technologies outlines the evidence requirements and standards necessary for evaluating the value and effectiveness of digital health technologies within the UK health and social care system, emphasizing safety, performance, economic impact, and considerations for design, deployment, and user acceptability.","Transparency: 3
Justice and fairness: 8
Non-maleficence: 18
Responsibility: 0
Privacy: 0
Beneficence: 21
Freedom and autonomy: 7
Trust: 0
Sustainability: 5
Dignity: 0
Solidarity: 0",,132,
https://www.core-md.eu/artificial-intelligence-and-medical-devices-regulation-discussing-the-legal-framework-and-the-ethical-challenges-within-the-core-md-project/,1,REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL on the European Health Data Space,Global,EUROPEAN COMMISSION,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52022PC0197,May 2022,Intergovernmental,"The European Health Data Space (EHDS) aims to enhance individuals' control over their electronic health data while facilitating secure access for researchers, innovators, and policymakers across the EU, thereby addressing existing barriers to data sharing, promoting interoperability, and supporting health-related research and emergency response initiatives.","Transparency: 12
Justice and fairness: 10
Non-maleficence: 144
Responsibility: 11
Privacy: 7
Beneficence: 17
Freedom and autonomy: 15
Trust: 7
Sustainability: 2
Dignity: 0
Solidarity: 4",,133,
https://www.mfds.go.kr/eng/brd/m_40/view.do?seq=72628&srchFr=&srchTo=&srchWord=&srchTp=&itm_seq_1=0&itm_seq_2=0&multi_itm_seq=0&company_cd=&company_nm=&page=1,1,Guidance on Clinical Trials Design of Artificial Intelligence(AI)-based Medical Devices,South Korea,National Institute of Food and Drug Safety Evaluation,File must be downloaded,July 2022,Government,"The guidance outlines the review and approval process for clinical trials involving machine learning-enabled medical devices, emphasizing considerations for designing retrospective studies, selecting test datasets, establishing reference standards, and assessing primary endpoints to ensure effective evaluation and regulatory compliance.","Transparency: 1
Justice and fairness: 2
Non-maleficence: 11
Responsibility: 0
Privacy: 0
Beneficence: 0
Freedom and autonomy: 6
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0
",,134,
https://www.mckinsey.com/industries/life-sciences/our-insights/generative-ai-in-the-pharmaceutical-industry-moving-from-hype-to-reality,1,Generative AI in the pharmaceutical industry: Moving from hype to reality,USA,McKinsey & Company,https://www.mckinsey.com/~/media/mckinsey/industries/life%20sciences/our%20insights/generative%20ai%20in%20the%20pharmaceutical%20industry%20moving%20from%20hype%20to%20reality/generative-ai-in-the-pharmaceutical-industry-moving-from-hype-to-reality-vf.pdf?shouldIndex=false,January 2024,Private,"The McKinsey report discusses the transformative potential of generative AI in the pharmaceutical industry, highlighting its ability to enhance drug discovery, streamline clinical trials, and optimize marketing efforts, with an estimated economic value of $60 billion to $110 billion annually, while emphasizing the need for strategic implementation and change management to fully realize its benefits.","Transparency: 0
Justice and fairness: 0
Non-maleficence: 5
Responsibility: 0
Privacy: 4
Beneficence: 1
Freedom and autonomy: 2
Trust: 3
Sustainability: 2
Dignity: 0
Solidarity: 0
",,135,
https://www.hca.wa.gov/assets/program/hca-artificial-intelligence-ethics-framework.pdf,1,Artificial Intelligence Ethics Framework,USA,The Washington State Health Care Authority,https://www.hca.wa.gov/assets/program/hca-artificial-intelligence-ethics-framework.pdf,March 2024,Government,"The HCA Artificial Intelligence Ethics Framework aims to guide the ethical evaluation and use of AI in healthcare, focusing on fairness, transparency, accountability, and compliance to protect client data while enhancing service delivery and health equity in Washington State.","Transparency: 17
Justice and fairness: 28
Non-maleficence: 22
Responsibility: 17
Privacy: 13
Beneficence: 10
Freedom and autonomy: 9
Trust: 3
Sustainability: 0
Dignity: 0
Solidarity: 0
",,136,
https://www.ranzcr.com/whats-on/news-media/ethical-principles-for-artificial-intelligence-for-medicine-version-2,1,Ethical Principles for AI in Medicine,"Australia, New Zealand",The Royal Australian and New Zealand College of Radiologists,https://www.ranzcr.com/our-work/artificial-intelligence,2023,Non-profit,"The ""Ethical Principles for AI in Medicine"" document by the Royal Australian and New Zealand College of Radiologists outlines nine key ethical principles to guide the safe, equitable, and responsible development and implementation of artificial intelligence tools in healthcare, emphasizing safety, privacy, bias minimization, transparency, and accountability.","Transparency: 5
Justice and fairness: 5
Non-maleficence: 9
Responsibility: 8
Privacy: 5
Beneficence: 2
Freedom and autonomy: 5
Trust: 1
Sustainability: 0
Dignity: 1
Solidarity: 0",,137,
https://www.illumina.com/content/dam/illumina-marketing/documents/company/Artificial-Intelligence-Ethics-Principles.pdf,1,Ethical Artificial Intelligence Principles,USA,Illumina,https://www.illumina.com/content/dam/illumina-marketing/documents/company/Artificial-Intelligence-Ethics-Principles.pdf,,Private,"Illumina's ""Ethical Artificial Intelligence Principles"" outline the company's commitment to developing AI systems that prioritize transparency, diversity, values-driven design, and accountability to enhance human health through genomic insights while ensuring compliance with applicable laws.","Transparency: 1
Justice and fairness: 4
Non-maleficence: 1
Responsibility: 1
Privacy: 1
Beneficence: 0
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0
",,138,
https://clias.iecs.org.ar/wp-content/uploads/2024/04/Documento-Tecnico-Numero-3-ENGLISH.pdf,1,Responsible Artificial Intelligence (AI): Keys to Applying Ethical Principles in AI Solutions in the Healthcare Field.,Global,Centro de Inteligencia Artificial y Salud para América Latina y el Caribe,https://clias.iecs.org.ar/wp-content/uploads/2024/04/Documento-Tecnico-Numero-3-ENGLISH.pdf,September 2023,Non-profit,"The document outlines ethical principles for the responsible application of artificial intelligence (AI) in healthcare, emphasizing the importance of transparency, diversity, and accountability while addressing biases in AI models to ensure equitable and beneficial healthcare solutions for all.","Transparency: 28
Justice and fairness: 22
Non-maleficence: 20
Responsibility: 9
Privacy: 14
Beneficence: 7
Freedom and autonomy: 6
Trust: 5
Sustainability: 0
Dignity: 4
Solidarity: 1",,139,
https://www.gov.uk/government/news/uk-usa-and-canadian-regulators-identify-10-guiding-principles-to-be-addressed-when-medical-devices-use-ai-or-machine-learning-software,1,Good Machine Learning Practice for Medical Device Development: Guiding Principles,"USA, Canada, England","The U.S. Food and Drug Administration, Health Canada, and the United Kingdom’s Medicines and Healthcare products Regulatory Agency",https://assets.publishing.service.gov.uk/media/617921168fa8f52978e14c0b/GMLP_Guiding_Principles_FINAL.pdf,October 2021,Government,"The document outlines ten guiding principles for Good Machine Learning Practice (GMLP) in medical device development, established by regulatory agencies to promote safe, effective, and high-quality AI/ML medical devices, focusing on aspects like multi-disciplinary expertise, data representativeness, software security, user information, and ongoing monitoring.","Transparency: 1
Justice and fairness: 0
Non-maleficence: 5
Responsibility: 0
Privacy: 0
Beneficence: 2
Freedom and autonomy: 0
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0
",,140,
https://www.nationalnursesunited.org/sites/default/files/nnu/documents/0424_NursesPatients-BillOfRights_Principles-AI-Justice_flyer.pdf,1,Nurses and Patients’ Bill of Rights: Guiding Principles for A.I. Justice in Nursing and Health Care,USA,National Nurses United,https://www.nationalnursesunited.org/sites/default/files/nnu/documents/0424_NursesPatients-BillOfRights_Principles-AI-Justice_flyer.pdf,April 2024,Non-profit,"The document outlines the Nurses and Patients' Bill of Rights, emphasizing principles for ensuring that artificial intelligence in healthcare maintains high-quality, safe, and equitable patient care while protecting patient privacy and professional judgment.","Transparency: 1
Justice and fairness: 2
Non-maleficence: 5
Responsibility: 0
Privacy: 2
Beneficence: 0
Freedom and autonomy: 3
Trust: 0
Sustainability: 0
Dignity: 0
Solidarity: 0
",,141,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
DONT ADD THESE PLEASE,,,,,,,,,,,,
https://main.icmr.nic.in/sites/default/files/whats_new/AI_Ethical_Guidlines.pdf,1,,combine with row 13,,,,,,,,,
https://www.fsmb.org/siteassets/advocacy/policies/incorporation-of-ai-into-practice.pdf,1,,combine with row7,,,,,,,,,
https://ascopost.com/issues/june-25-2024/asco-sets-six-guiding-principles-for-ai-in-oncology/,1,,combine with row83,,,,,,,,,
https://www.americantelemed.org/press-releases/american-telemedicine-association-publishes-new-artificial-intelligence-ai-principles/,1,,combine with row85,,,,,,,,,
https://www.healthcareitnews.com/news/chai-releases-responsible-ai-framework-public-comment,1,,combine with row 108,,,,,,,,,
/search?sca_esv=d8092de340e4152d&sca_upv=1&q=Ethics+and+Governance+of+Artificial+Intelligence+for+Health:+WHO+Guidance.+Executive+Summary+Kitap&si=ACC90nwW1AbREAiB4CC-gLW9uX_3VkLyCqvMyw7Y6wGbZsgRMOjlgWlHuDE3veTUoUCB5yKL-SkpHNS4I8TVtIoV8WxntYmdJrovHV9XdMqUV3r7qJRmcE0uI_FwSY_kDCXmItVfFK0cRhdp72zlELpq7VRA5PWGgL97EBVrKY5RH0gpPlPiyDEJbivQIHBLOskgxsHtznCJcq4EOjc4OrF4kbvpZdYQc6TITO5Z__JamkxHwLKN-8ukwYsJcK5GJRhGUSwbIHV__XS35IxR6g3zw4-8knivZIOLLjZ2-GDPF9hTffBeOiWcpi65LCUFsILfn2JnXw8xkVya57XaObzmn77uO5qB0bPg_-BIktja7Kqk6PUg0nUZpKxxmrUkLT5dgWwXbABP&sa=X&ved=2ahUKEwichYOR44CIAxXeqpUCHbx1N20Q6RN6BAgYEAE,1,,combine with row20,,https://iris.who.int/bitstream/handle/10665/350567/9789240037403-eng.pdf?sequence=1,,,,,,,
https://post.parliament.uk/research-briefings/post-pn-0637/,1,,combine with row79,,,,,,,,,
https://www.techtarget.com/virtualhealthcare/news/366596890/ATA-Publishes-Principles-for-Artificial-Intelligence-Development-Use,1,,combine with row85,,https://www.americantelemed.org/wp-content/uploads/2023/10/ATA-AI-Principles-23-v2.pdf,,,,,,,
https://www.gov.uk/government/publications/good-machine-learning-practice-for-medical-device-development-guiding-principles,1,,combine with row 152,,,,,,,,,
https://www.usaid.gov/sites/default/files/2022-05/AI-in-Global-Health_webFinal_508.pdf,1,,combine with row 42,,,,,,,,,
https://www.taylorwessing.com/en/insights-and-events/insights/2023/03/ai-regulation-in-healthcare-uk-and-eu-approaches,1,,combine with row64,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1120503/RHC_regulation_of_AI_as_a_Medical_Device_report.pdf,,,,,,,
https://www.comminit.com/global/content/ethics-and-governance-artificial-intelligence-health-who-guidance,1,,combine with row20,,https://www.who.int/publications/i/item/9789240029200,,,,,,,
https://www.clinicaladvisor.com/general-medicine/ama-principles-for-ai-in-medicine/,1,,combine with row33,,https://www.ama-assn.org/system/files/ama-ai-principles.pdf,,,,,,,
https://aihealthalliance.org/2023/11/16/ai-can-revolutionise-healthcare-but-only-with-a-national-plan/,1,,combine with row35,,https://aihealthalliance.org/wp-content/uploads/2023/11/AAAiH_NationalPolicyRoadmap_FINAL.pdf,,,,,,,
https://www.ihi.org/about/news/ihi-lucian-leape-institute-releases-artificial-intelligence-ai-recommendations-patient,1,,combine with row 58,,https://www.ihi.org/resources/publications/patient-safety-and-artificial-intelligence-opportunities-and-challenges-care,,,,,,,
https://www.advamed.org/wp-content/uploads/2024/02/AI-Principles_1.pdf,1,,combine with row77,,,,,,,,,
https://www.coe.int/lt/web/bioethics/developing-a-report-on-the-application-of-ai-in-healthcare-in-particular-regarding-its-impact-on-the-doctor-patient-relationship,1,,combine with row28,,https://rm.coe.int/cdbio-2023-7-rev3-ai-report-new-banner-e/1680b1bfe4,,,,,,,
https://www.coe.int/el/web/bioethics/overview-of-ai-technologies-in-medicine,1,,combine with row28,,https://rm.coe.int/inf-2022-5-report-impact-of-ai-on-doctor-patient-relations-e/1680a68859,,,,,,,
https://oecd.ai/en/dashboards/policy-initiatives/http:%2F%2Faipo.oecd.org%2F2021-data-policyInitiatives-27322,1,,combine with row 18,,,,,,,,,
https://www.hhs.gov/sites/default/files/hhs-ai-strategy.pdf,1,,combine with row 41,,,,,,,,,
https://www.hhs.gov/programs/topic-sites/ai/index.html,1,,combine with row41,,https://www.hhs.gov/sites/default/files/hhs-ai-strategy.pdf,,,,,,,
https://iris.who.int/bitstream/handle/10665/375579/9789240084759-eng.pdf?sequence=1,1,,combine with row 40,,,,,,,,,
https://www.op.nysed.gov/sites/op/files/2024-06/Incorporation%20of%20AI%20Into%20Practice.pdf,1,,combine with row7,,,,,,,,,
https://www.sanofi.com/en/our-science/digital/ai-across-sanofi,1,,combine with row8,,https://www.sanofi.com/assets/dotcom/pages/docs/our-science/digital/ai-across-sanofi/en-responsible-ai-guiding-principles.pdf,,,,,,,
https://healthmanagement.org/c/artificial-intelligence/News/who-issues-new-ethical-guidelines-for-ai-in-healthcare,1,,combine with row 40,,https://who.int/publications/i/item/9789240084759,,,,,,,
https://www.europarl.europa.eu/thinktank/en/document/EPRS_STU(2022)729512,1,,combine with row 22,,,,,,,,,
https://www.novartis.com/sites/novartis_com/files/novartis-responsible-use-of-ai-systems.pdf,1,,combine with row3,,,,,,,,,
https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology/initial-code-of-conduct-for-data-driven-health-and-care-technology,1,,combine with row 5,,,,,,,,,
https://www.cpsbc.ca/news/new-ethical-principles-artificial-intelligence-medicine-interim-guidance-posted,1,,combine with row 19,,https://www.cpsbc.ca/files/pdf/IG-Artificial-Intelligence-in-Medicine.pdf,,,,,,,
https://www.ama-assn.org/about/leadership/health-ai-work-physicians-and-patients-have-trust-it,1,,combine with row33,,https://www.ama-assn.org/system/files/ama-ai-principles.pdf,,,,,,,
https://www.ihi.org/resources/publications/artificial-intelligence-health-care-implications-patient-and-workforce,1,,combine with row57,,File must be downloaded.,,,,,,,
https://www.rcr.ac.uk/news-policy/latest-updates/new-code-of-conduct-for-the-use-of-artificial-intelligence-in-healthcare/,1,,combine with row5,,https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology/initial-code-of-conduct-for-data-driven-health-and-care-technology,,,,,,,
